Filename: 119_08.fcs
Event #	FSC-A	SSC-A	FITC-A
1	70634.6796875	87151.671875	-4.876838585296173
2	82219.265625	125814.5078125	4.848943210161465
3	96274.1484375	143564.359375	16.486690972448358
4	105811.25	168640.546875	29.117335257999454
5	116237.375	102958.6328125	-4.885325922531702
6	80387.7265625	100656.84375	-9.745678461958338
7	78055.671875	115937.1015625	-1.9639352527395544
8	102232.9453125	122471.921875	-15.57044897505507
9	97487.1015625	97923.4140625	27.191736234469346
10	108205.8671875	180034.046875	-26.29513090282269
11	69276.4140625	94186.0390625	-15.567037547359458
12	103680.0078125	168496.015625	-4.888142677784759
13	70491.3828125	204938.546875	2.8688906043018707
14	67194.625	86215.6328125	22.336692973663475
15	83338.3671875	118394.0859375	-2.9427115411216165
16	90860.2734375	97612.046875	-5.858957595535861
17	110659.015625	167610.421875	-13.661094787629551
18	55190.25	135570.671875	-17.50884145027609
19	95205.5	207137.515625	-34.05313226203208
20	85565.46875	114966.140625	-26.25463298850925
21	126474.796875	130008.75	12.580347164909682
22	91675.6328125	141063.71875	-20.445277002072075
23	91457.6640625	96719.65625	-35.97540742579786
24	105529.703125	123994.8125	14.561543430518752
25	94334.640625	89723.1171875	37.88760987930594
26	89703.8359375	148327.984375	19.41490003724445
27	97112.71875	164938.09375	-19.4687573579267
28	81884.2421875	103811.2578125	1.9258855900625882
29	86399.0	104599.859375	8.719408725552173
30	108068.625	117734.4921875	0.9306891762118131
31	88897.5546875	135882.03125	7.753909894935189
32	114632.890625	167859.703125	16.483801053588337
33	118476.5859375	142394.546875	3.837528627734136
34	92792.71875	187679.515625	-3.919281370049133
35	84756.1640625	165302.8125	-36.95245146481466
36	96488.078125	119699.6953125	-9.744996245090642
37	63489.171875	97881.703125	-17.507687519779697
38	109319.921875	117778.140625	-22.380457365817428
39	103108.8515625	203313.8125	-5.974876228006329
40	63788.875	174784.46875	21.34306084706925
41	67752.6640625	112426.703125	0.9584571592399392
42	92980.4140625	78539.1328125	7.758068904431019
43	91331.5234375	107471.0234375	11.64522133645777
44	109066.640625	146993.28125	-1.96674751927858
45	107255.28125	116110.7265625	34.97441161715534
46	98647.578125	114662.53125	-0.03148493861543126
47	61853.40234375	184514.4375	-2.9635356296091357
48	96954.2890625	141327.5625	-7.81659805853121
49	103847.5234375	168860.734375	-10.736188862830396
50	92949.1328125	177728.375	-21.420637676853413
51	52255.7578125	143243.296875	-33.06314236527194
52	118317.1484375	95318.0234375	-6.819112935394498
53	101776.828125	181596.703125	9.692190519255636
54	115243.3984375	172907.53125	-4.8942660711276265
55	110116.109375	196520.0	32.01942449004526
56	100515.4375	143909.671875	3.864766803125765
57	87299.125	97188.1640625	15.528546882649053
58	76785.203125	113117.3359375	22.333887397802833
59	122067.0	158627.34375	42.720428240692215
60	129179.2109375	102144.8125	-8.76944451145712
61	76485.5	130900.171875	-12.662403807286092
62	113951.7421875	156220.796875	8.713384863110473
63	130249.875	171761.0	20.378292031990206
64	84914.59375	138056.75	11.630964392861483
65	116449.2890625	91022.90625	-18.481179101002354
66	67027.109375	114055.3203125	6.770215833494771
67	68335.9296875	89848.25	11.64945590434288
68	88016.6015625	198023.484375	-11.683274424307164
69	71812.3125	87612.421875	4.846723795876065
70	94024.84375	171486.5	-0.02746522984584501
71	65726.3671875	109819.375	-37.91965825048311
72	116249.484375	193943.703125	-0.05793163925808894
73	122891.4453125	142769.9375	17.452474714193073
74	83943.8359375	185726.921875	18.43573031772597
75	64378.1953125	149215.515625	-37.93664771904374
76	77732.7578125	77517.734375	23.31215635678997
77	107019.15625	136520.296875	-18.509853801143194
78	51551.3984375	168323.359375	52.46599543852091
79	112637.875	140232.4375	-1.9643703858495087
80	80914.484375	57420.5078125	-13.61911272695225
81	73427.8984375	176930.078125	-1.9724900652174908
82	105036.25	124949.28125	23.300419982162683
83	81177.859375	85831.515625	1.9326856078724572
84	126405.1640625	102211.7421875	-22.390034687344713
85	103580.109375	90911.3515625	-19.45986770475769
86	90942.0078125	127678.828125	8.72119917943627
87	77013.265625	76408.0625	11.653227073506924
88	114731.78125	142431.40625	-4.881691278722209
89	108360.2578125	109299.4609375	-11.683572996162853
90	84384.8125	67108.765625	-15.562663303746783
91	97309.4921875	95718.625	37.864298543606054
92	89441.4609375	123571.890625	-33.0663380038326
93	45862.03515625	89780.34375	1.6864896802966003
94	113652.03125	163168.828125	-5.871035920784568
95	129100.5	88054.734375	20.38850509089503
96	86179.0078125	108764.9921875	-37.922025899357244
97	74135.28125	76431.34375	-18.484241156127013
98	103127.015625	174411.984375	-11.693330093012127
99	72907.1953125	142176.296875	11.637174583564615
100	77568.2734375	105620.2890625	3.8685555654035064
101	76806.3984375	103179.7890625	7.722431401407867
102	107375.3671875	144816.609375	7.750880587982736
103	78891.21875	97534.4453125	-11.670424457654946
104	87157.8515625	151967.390625	-3.9321923261776903
105	122391.9375	173480.796875	-15.64107603797943
106	85334.3828125	77916.3984375	17.482917072162685
107	102257.1640625	114689.6953125	8.72651833791209
108	69252.1953125	112023.1875	-8.774312856401478
109	75284.65625	132281.4375	-15.582592115298556
110	82465.484375	136316.59375	-0.9891328393980195
111	91079.25	144728.34375	-11.69251994354081
112	99713.1953125	142185.03125	-0.03499750378976167
113	121754.1796875	118279.625	11.6422823016213
114	75294.75	101699.5859375	-11.684873982402133
115	126277.0078125	136151.6875	7.747114507214915
116	72279.53125	67481.2421875	-11.675901427207585
117	79455.3125	162505.359375	-12.669394303129478
118	88981.3125	106848.296875	5.813787946390569
119	70895.03125	105561.1171875	-8.762198928166493
120	91096.40625	83209.6328125	14.56211089371743
121	54336.54296875	181086.484375	34.93751611322892
122	103935.3125	101739.3515625	32.050973950950805
123	104431.796875	150567.6875	13.566025424197637
124	72851.6953125	105458.296875	-19.457181255270363
125	74557.09375	205316.84375	21.12506861487513
126	108840.59375	135017.78125	32.99795166992503
127	112380.5546875	168089.59375	-17.535463530833795
128	102742.546875	148222.25	-14.605441133776543
129	86300.1015625	116364.8671875	18.44710864358176
130	94280.1484375	103044.9609375	24.280477719844598
131	74224.0859375	154216.796875	15.5212301632988
132	89288.078125	153562.046875	0.9226596697738162
133	82354.484375	95674.9765625	-4.89313867361031
134	59222.65234375	64576.125	1.9348609905097685
135	124477.765625	170045.09375	-13.648032118427443
136	104664.8984375	134245.671875	-50.560986411518925
137	75280.625	148831.40625	-31.127392550434124
138	92029.828125	158248.078125	17.457854618133474
139	84177.9453125	122167.34375	-21.40901239438875
140	103158.296875	169323.421875	-16.552754524710252
141	95432.546875	124778.5625	-28.20863532730141
142	106088.75	113305.515625	32.052881339051154
143	75159.53125	119559.046875	21.36443126011783
144	69170.4609375	120664.8359375	0.954434996850102
145	83467.53125	187711.515625	-15.595796042857398
146	82714.734375	87200.171875	36.890775691385855
147	100658.734375	175380.03125	-23.36398978617627
148	79162.671875	181745.109375	-10.719727146564502
149	76962.8046875	188775.59375	0.9409069029585614
150	60428.5390625	129560.609375	7.761257695012798
151	87237.5703125	147239.65625	-7.801207685887948
152	59989.578125	103587.1875	9.705389958357427
153	111787.1953125	152723.984375	5.790728702453372
154	77465.34375	75344.953125	7.754454899415367
155	74925.4140625	128213.296875	8.721379334878597
156	83008.390625	110727.28125	-12.651022012628019
157	87311.234375	96681.828125	40.81008441858334
158	107556.0	107930.8046875	-14.593843427914067
159	115616.7734375	102839.3203125	-2.937861756851208
160	69292.5625	49325.9375	-22.363837743427922
161	69596.3046875	129374.375	-22.3737121083705
162	113564.2421875	123356.5546875	26.20271323875774
163	70927.3203125	72118.765625	21.37067055828994
164	84507.921875	59386.67578125	-2.929727777811748
165	131145.96875	147763.453125	29.12442748719224
166	54490.9375	149387.203125	16.903206705001967
167	68538.7578125	60442.99609375	-18.47537045425707
168	115624.84375	127141.453125	-28.213189935536523
169	60822.09375	133953.703125	-6.828171889429027
170	52107.41796875	142953.265625	-9.740627055720005
171	131827.109375	95875.765625	27.183681050694414
172	96586.96875	88809.390625	35.94585211702378
173	111882.0546875	116321.21875	53.43280755249405
174	82380.71875	188116.984375	69.90598203721999
175	111505.65625	76413.8828125	-15.564636672820606
176	99421.5625	180546.203125	-6.832111328902976
177	85015.5078125	185154.625	8.703258884905985
178	81133.4609375	79388.84375	14.560531853120494
179	104392.4375	156266.375	-44.737614381115826
180	97517.375	104035.3203125	14.555919517200534
181	51747.1640625	119719.09375	10.678288732203631
182	79520.90625	136362.1875	-4.888186406679892
183	128773.546875	146681.90625	-18.506103359060155
184	75800.3125	115107.7578125	11.63312834164042
185	91838.1015625	118892.6640625	-28.223828768233496
186	106531.75	202435.0	-13.653354585276729
187	72458.140625	108951.234375	-1.9558821943984366
188	98124.859375	121985.9609375	21.364589506188956
189	87198.2109375	68316.40625	1.9321514836558717
190	66847.4921875	66891.4921875	22.34069710258723
191	90818.8984375	110237.4375	6.788705106441152
192	115573.3828125	140391.515625	-1.9680902491148595
193	66836.390625	82718.8203125	7.7587209651407685
194	124984.3359375	124215.0	-27.24348350537348
195	105270.3671875	170612.53125	4.826182446775604
196	92145.8828125	109186.9375	-0.026660118362605685
197	69072.578125	149985.6875	-27.23692870194316
198	123945.96875	147998.1875	17.458801319940395
199	80283.7890625	133066.15625	-6.834204589425341
200	108677.1171875	197151.46875	18.406903887501656
201	80137.46875	117695.6953125	-0.9948679687083728
202	72983.890625	77974.59375	3.87458105152237
203	68720.3984375	73406.9140625	-10.701161216762173
204	82878.2109375	75363.3828125	-51.52663046530899
205	90545.4296875	149433.765625	-0.03936712886747751
206	104029.15625	159398.484375	3.8664690727928117
207	90701.84375	144887.421875	-10.71073644811326
208	115228.265625	118116.671875	9.695033321011564
209	58577.83203125	63694.40234375	-8.757067585027434
210	84113.359375	103965.484375	-4.893086325279957
211	86133.6015625	100897.40625	2.895098113942957
212	97497.1875	117545.34375	-17.512277565108697
213	74134.2734375	122622.2734375	-27.23576865789111
214	92695.84375	139011.21875	8.722757715591044
215	101597.203125	72122.6484375	-15.56575150619933
216	97730.296875	122997.65625	-19.488462751208722
217	94323.5390625	89035.390625	-10.70607004663432
218	90016.65625	108879.453125	3.864540899957565
219	76358.3515625	138267.25	-20.428298315097482
220	64058.30859375	61015.2890625	-15.558617233044961
221	70957.59375	129814.75	6.770374278672348
222	96660.640625	170043.15625	43.7114886531228
223	64025.0078125	143447.96875	-3.642061304131375
224	85932.7890625	110785.484375	-28.202031828241033
225	125436.421875	107900.734375	-52.5016000393919
226	61343.80078125	174750.515625	20.366278088391077
227	124615.0078125	176693.40625	-13.63150761266058
228	102317.7109375	163837.15625	14.530473136704634
229	100746.5234375	117353.2890625	4.8370988270969155
230	96871.5390625	92054.0	-13.62266883803805
231	84634.0625	85593.8671875	-4.876243708317973
232	99192.4921875	132035.0625	10.662997359038737
233	83955.9453125	101828.59375	-20.41905871217959
234	93822.0078125	83362.890625	-5.847341393091993
235	106100.859375	134633.65625	26.213105456109048
236	96221.671875	114547.1015625	14.542247082401966
237	80895.3125	189815.421875	29.129334017389354
238	110569.203125	105920.015625	14.553262792056271
239	98560.7890625	166020.59375	-19.46924167605491
240	124086.234375	122899.6875	29.133924600339498
241	97362.9765625	85737.4296875	-9.732284133723752
242	100622.40625	137743.453125	21.357141302478528
243	95967.3828125	144696.34375	7.753623086457624
244	80150.5859375	131056.3359375	17.464722482315242
245	77678.265625	106757.1171875	19.41966960954997
246	113171.6953125	187203.25	40.77960875271777
247	57469.828125	158185.984375	-23.34541481361023
248	55278.04296875	89584.40625	6.789499947753748
249	94998.6328125	117932.3671875	-15.585206551756146
250	62945.26171875	59275.12890625	13.595812383145812
251	95135.875	169478.609375	5.571750580021313
252	91399.140625	90943.3671875	-11.6762148564416
253	106075.6328125	117642.34375	-18.486077071682814
254	98309.5234375	99560.7578125	-1.968530788981358
255	130066.21875	116616.09375	-32.09897648041387
256	109449.0859375	144947.5625	26.18817136571111
257	92409.2578125	153823.953125	-29.198290745041344
258	80678.3515625	87725.90625	-23.336596226507016
259	90063.078125	131386.140625	26.21544567722713
260	75015.2265625	127773.890625	4.826160474942979
261	100717.2578125	162006.78125	-9.758869487468926
262	106269.3828125	92643.7578125	-23.34617797698492
263	99829.2421875	159212.234375	49.52912961751389
264	78163.6484375	127205.4765625	-6.822871609452862
265	90403.1484375	86324.2734375	21.364281140243204
266	63438.71484375	121539.765625	17.45166235197066
267	86748.1484375	150943.078125	0.9469696331593606
268	120170.8828125	140925.015625	-38.91008439415645
269	74282.609375	75426.4296875	6.79236327723329
270	95043.03125	137479.609375	-6.84832465337024
271	68513.53125	187651.375	7.715501801494113
272	104988.8203125	101814.046875	-9.742341151184313
273	55167.0390625	116145.6484375	-1.9868028288392783
274	90930.9140625	147334.71875	9.693695842142056
275	97093.546875	171981.1875	-11.752600586654689
276	99939.234375	165640.359375	18.434819170503506
277	86555.40625	128609.0546875	-1.9598565198477227
278	106530.7421875	163916.6875	17.45953148187561
279	116849.90625	187606.765625	1.8995733629365374
280	105471.1796875	149439.59375	4.835776977158663
281	99156.1640625	119097.328125	28.15730786343538
282	107034.2890625	130064.0390625	-19.4617817182683
283	115796.390625	110670.0546875	4.837516174117067
284	97144.0	108510.859375	33.02328481567667
285	64032.0703125	177127.953125	-0.03521578876621244
286	80014.359375	57230.38671875	16.511773004970767
287	88459.6015625	124338.1875	-1.9615636287256066
288	81543.15625	76936.7109375	-5.847166745731908
289	86581.6484375	92976.4609375	20.39433486236538
290	109469.2734375	179296.859375	37.8446478055934
291	115624.84375	184099.28125	-13.631365109642381
292	88147.78125	120010.0859375	-3.903379082913432
293	106366.2578125	165312.515625	-28.216693497943673
294	118454.390625	155301.234375	-10.111631399968088
295	90312.328125	127317.9921875	36.90478216539526
296	63333.76953125	124220.8203125	-15.56782812680343
297	101757.65625	168231.203125	17.448342689479475
298	108635.75	127801.046875	6.768687864611255
299	70261.3046875	137413.65625	22.329992127485045
300	115033.5078125	178060.125	-11.729651624559878
301	85423.1875	86208.84375	-22.3672330767745
302	54286.0859375	192457.6875	26.211595021365312
303	118272.75	143564.359375	5.806471220456125
304	101881.7734375	174839.75	-9.765724589606746
305	133820.109375	178642.109375	37.86204993267628
306	89867.3046875	105154.6875	7.759573898505814
307	94179.234375	89582.46875	-55.41627837406692
308	84299.0390625	179026.234375	25.216114739559412
309	98019.90625	191417.859375	16.488449307944474
310	88120.5390625	96488.796875	26.219307134493448
311	131601.078125	142535.203125	-7.816238336212309
312	81266.6640625	207200.5625	28.13451727608637
313	81139.515625	120808.390625	26.22481201076281
314	112515.7734375	175765.125	14.527762459088633
315	64823.21484375	108084.0625	6.779229941047896
316	88297.1328125	72251.65625	-7.783703955064189
317	98680.875	151688.03125	6.776620556799738
318	81984.140625	104082.8515625	-18.480695885252835
319	71749.7421875	85693.78125	15.53085135586712
320	88459.6015625	119684.171875	-12.655851957641481
321	110611.5859375	137922.890625	-25.294312263938007
322	111984.984375	115569.4765625	13.590158543959152
323	83750.0859375	104963.6015625	9.701071323856445
324	95186.328125	117893.5703125	28.142852805743694
325	79732.8125	161434.484375	22.313475779574713
326	101568.9453125	137679.421875	12.57809205202119
327	83800.5390625	207335.390625	12.601892685861197
328	86488.8046875	95308.3203125	-35.00284356845846
329	83177.9140625	117201.0	26.197383089488408
330	85406.03125	105666.84375	-25.28684445477701
331	91562.6171875	140756.234375	3.8443425137150204
332	84473.6171875	159398.484375	-11.699046215210792
333	111891.1328125	126373.2265625	-5.857637223501095
334	100025.0078125	91544.7578125	-24.316779427017785
335	107745.7109375	172107.296875	2.8710476786221597
336	103773.8515625	198476.46875	15.47868659888765
337	89062.0390625	89340.9375	-28.193870468908596
338	109628.7109375	178895.28125	-7.813465174506292
339	95660.609375	144905.859375	8.71417752579876
340	73937.5	150146.71875	6.780083759301382
341	93746.328125	116693.6953125	14.566275564000184
342	87545.34375	101966.3359375	11.642929315514339
343	88711.875	149710.21875	-0.04312089147374574
344	95125.78125	144168.65625	34.953173091770076
345	75481.4375	171911.34375	24.248115827149643
346	122798.609375	111775.84375	18.450444605579655
347	101577.0234375	107719.34375	-6.835459328209026
348	100697.078125	153723.0625	-37.95657666248544
349	111881.046875	116179.6015625	-13.638409316197976
350	67449.9296875	195018.453125	-21.40484839776026
351	94179.234375	75290.6328125	-20.42234883280852
352	53521.1796875	196726.609375	-35.00819805935392
353	104198.6875	133857.671875	13.584521395147707
354	64898.8984375	99579.1875	2.8842853394420414
355	128102.4921875	130870.1015625	-63.204268798166694
356	41163.6171875	112029.984375	17.467782525537043
357	86356.6171875	139118.890625	-8.779361977790193
358	55675.6328125	166066.1875	-18.48619586201208
359	84542.234375	108058.84375	36.908664811419634
360	68971.6640625	44349.890625	0.9556085766722765
361	85177.9765625	104553.296875	-0.9911005938923242
362	75416.8515625	129096.953125	-35.00965290645181
363	97776.7109375	98912.8046875	17.474281937804964
364	118074.9609375	159724.390625	49.51497816613637
365	78763.0625	134333.9375	-2.939236025366189
366	55436.47265625	106225.5625	-17.520998252401668
367	82737.9453125	71755.0234375	19.424570043383245
368	81323.171875	113808.9453125	26.213134103440925
369	89612.0	65128.046875	10.680340497766823
370	91471.796875	205981.28125	-13.634303295055348
371	108308.796875	95568.28125	-12.663530100872464
372	73759.890625	88202.171875	-0.9858964345636887
373	86311.203125	76348.890625	-7.78574935781415
374	79385.6796875	92930.875	62.1768241009146
375	68658.84375	98322.078125	33.026598783384586
376	73471.2890625	123125.6953125	-6.817503182044218
377	92737.21875	59267.3671875	6.780420694851268
378	88848.109375	89227.453125	-7.789841560782051
379	89480.8203125	141805.765625	-5.867602799516698
380	63570.91015625	81370.53125	-5.8424956692197885
381	113154.5390625	142182.125	-1.9674398199565555
382	100568.921875	154456.375	-16.551771812924535
383	65648.6640625	120673.5625	-1.9526722579351876
384	89080.203125	67791.640625	-14.590199676818168
385	42486.5625	75831.890625	-14.771809703842631
386	71053.4609375	202556.25	-34.06682185349298
387	74497.5546875	94468.3125	35.93959587788631
388	71268.3984375	97541.234375	-15.575228939886482
389	60449.73046875	175554.640625	-8.606982451155075
390	49127.515625	114863.3203125	-23.350476955369846
391	132451.75	136092.53125	19.404240769403657
392	123476.7265625	152465.953125	26.183556273666678
393	88190.1640625	116297.9375	-15.57113107312373
394	106163.4296875	161651.765625	-10.712488469516723
395	133440.6875	119610.453125	-4.882304982971357
396	86778.421875	106582.515625	-22.375473924536355
397	111126.234375	139055.84375	33.993642032045365
398	115930.6015625	101021.5625	-9.746747840154962
399	91923.875	140538.953125	-5.855590991683889
400	71488.3828125	106222.6484375	-3.903445140459806
401	119110.3125	107077.2109375	0.9529000273264285
402	100069.4140625	175230.65625	13.559929261151181
403	105068.5390625	138028.625	-3.92573352404187
404	125116.53125	142247.109375	-19.479559579924544
405	98293.375	167034.234375	36.90848894943375
406	75468.3203125	103503.765625	-8.770007024363785
407	75612.6171875	143439.234375	-0.0249339041228685
408	70750.7265625	148374.546875	4.8433491812765554
409	88224.4765625	134659.84375	-14.59321972473714
410	86641.1796875	107510.796875	-4.881015171274206
411	82790.421875	173821.265625	-34.05768257708538
412	92534.3828125	133365.890625	24.191965554620595
413	71425.8203125	183477.515625	-32.10859662706577
414	93457.71875	140121.859375	8.723349869203707
415	83557.34375	141572.0	4.8388916480063715
416	58677.734375	116378.4453125	8.706951177578057
417	95517.3125	125845.546875	-0.02361082242113668
418	69109.9140625	104668.7265625	26.228536800257363
419	97072.3515625	78348.046875	22.3315576879949
420	108176.6015625	128582.859375	-12.662939590082601
421	109594.3984375	114290.0546875	3.8638334270416492
422	83142.6015625	130647.0	-7.80089523250014
423	89378.8984375	113786.6328125	10.674274410566074
424	73996.0234375	91841.578125	8.722297122826184
425	71104.921875	109834.890625	21.358844298996996
426	87203.2578125	127217.1171875	-5.86365048585232
427	87907.6171875	211202.734375	16.47923977234819
428	105477.234375	108709.703125	-16.542075487245082
429	78520.875	174425.5625	3.854785088754865
430	96954.2890625	144825.34375	8.724142976789029
431	68266.296875	180605.375	-2.937821415669603
432	41916.4140625	116523.9453125	-7.802721192677045
433	70729.5390625	205061.734375	-30.180134034852646
434	110687.265625	178700.3125	-1.0137143986918715
435	88718.9375	181484.1875	-34.14276608953997
436	94242.8125	207844.640625	11.637060178122798
437	114259.515625	137482.515625	13.584321291912797
438	87868.2578125	124572.921875	1.9052875282288777
439	82841.8828125	103183.671875	34.976802238933345
440	80360.484375	66282.3359375	-0.020494952370896314
441	92073.2265625	178258.0	-11.68710923370953
442	86167.9140625	106605.796875	25.24563891661923
443	82332.28125	95316.078125	18.45404136970503
444	71886.984375	125212.1484375	5.81269908784833
445	106012.0625	113009.671875	-9.738943488712362
446	94678.7421875	130313.328125	8.72136939327169
447	79729.7890625	181515.21875	43.69781963176455
448	83325.25	139974.421875	25.240080067524485
449	74608.5546875	161767.1875	-31.123092824766566
450	96167.1796875	91438.0625	-13.621706355348195
451	72370.3515625	107884.2421875	13.594503007369886
452	89799.6953125	99026.2890625	11.650646742516885
453	93822.0078125	147293.0	17.45091232608219
454	95757.484375	162925.359375	8.710055036489395
455	102016.9921875	118988.6875	7.752268967372872
456	61502.234375	73631.953125	-4.881527796185546
457	87427.28125	155091.71875	8.702811586287787
458	62363.00390625	95756.453125	4.837139987247824
459	87654.328125	163968.109375	-9.736994055746317
460	58934.046875	112439.3125	-0.02128265824215517
461	89005.53125	142563.328125	-2.940249952334073
462	110142.3515625	125345.03125	-1.9659824478930208
463	74680.203125	119002.2734375	29.140519768810456
464	83782.375	106205.1875	14.560118946664463
465	114507.7578125	94706.9296875	1.923209785522953
466	75447.125	85212.6640625	14.559275438608887
467	65392.3515625	143911.609375	38.862363914479126
468	114366.484375	129128.0	-5.855664898011348
469	127643.34375	121857.921875	-18.510699294483064
470	78047.6015625	112774.9296875	10.664619296007949
471	106421.7578125	108441.984375	-20.431977878134784
472	106132.1484375	93030.78125	-7.794032540027072
473	111733.71875	161437.390625	-19.469283051506768
474	51917.70703125	138283.734375	-7.795455015371882
475	97573.8828125	167285.46875	-23.352184164779217
476	96200.484375	191480.90625	20.348728290682867
477	77930.546875	142620.5625	9.691962135707223
478	87534.2421875	126011.421875	-22.379699171986545
479	129204.4375	123910.421875	-5.876044388062207
480	75793.25	80476.203125	-25.281354281414238
481	93264.984375	139827.953125	-7.855608568645691
482	98016.8828125	193905.875	4.820348188126895
483	87489.84375	80469.4140625	12.61841201159564
484	119201.1328125	159731.1875	15.511249825155513
485	95072.296875	104102.25	32.04512099139179
486	100075.46875	137957.8125	11.633126620746449
487	76562.1953125	136371.890625	4.833497593581612
488	50781.4453125	121179.8984375	-2.9345626950458255
489	60841.265625	93368.34375	16.501654872520486
490	113340.21875	131423.0	10.663947775502535
491	88157.875	80003.8125	-28.20464416374629
492	98880.6796875	92372.1640625	20.393386569324708
493	81995.2421875	79012.484375	-1.0019631762229972
494	83859.0703125	109294.609375	-13.630382131534322
495	97111.7109375	196677.140625	-12.666990018738755
496	107151.34375	169830.71875	-22.382437127987068
497	119142.6015625	104822.953125	-18.488286303134974
498	111816.4609375	115261.984375	-6.853725288141616
499	90045.921875	118252.46875	-0.02707393778954724
500	76446.140625	116804.2734375	-23.341363493808505
501	101261.171875	137526.171875	18.412693102539503
502	113197.9375	172458.421875	28.154758660586324
503	68551.875	100525.8984375	7.761187629640763
504	126340.5859375	127638.09375	24.252863344646883
505	110446.09375	186695.9375	4.821622284530994
506	63496.234375	162004.84375	-16.554093461999223
507	81439.21875	85648.1875	-26.25381963111341
508	91513.1640625	85047.765625	17.466377093142114
509	105804.1875	175141.421875	-21.41303109606259
510	64904.953125	97593.6171875	17.47957433571808
511	45213.17578125	104433.984375	-30.414459511842246
512	109111.0390625	122683.3828125	-5.863619682892316
513	73352.2109375	102897.5234375	29.142790346226732
514	99056.265625	174941.59375	26.196630851644144
515	91164.015625	143325.75	36.89770361803024
516	97456.828125	139907.5	14.556645553682586
517	65138.0546875	50512.234375	16.518796874620904
518	46106.23828125	75565.140625	-42.56836097442905
519	95554.65625	80496.5703125	-4.889125489676374
520	62819.12109375	63719.62109375	31.091289070453225
521	91787.6484375	72256.5078125	-8.754532779648288
522	78973.96875	129427.7265625	-14.59987604614547
523	107116.0234375	116897.390625	-8.766995857153638
524	113577.359375	109958.078125	6.781628804151542
525	87128.5859375	160564.40625	8.725793428652569
526	86364.6875	123744.5546875	-15.5673165880931
527	106461.1171875	108069.5078125	11.647586583950188
528	71606.453125	78323.796875	14.569367056005396
529	100942.2890625	187626.15625	-31.149688548541768
530	76075.8046875	93952.2734375	-20.4217715423549
531	121382.828125	124052.0390625	-14.599141005568947
532	88774.4453125	189907.578125	13.561906232797183
533	110831.5703125	163412.296875	-18.51439059515055
534	95938.1171875	197864.40625	-32.145807947550665
535	109136.265625	127719.5703125	-26.2735848525492
536	63597.14453125	183763.65625	-8.785080020647694
537	76733.7421875	83166.953125	-8.784555502039414
538	105587.2265625	151318.46875	18.437565192922712
539	121171.921875	177140.5625	-26.280991859113463
540	98668.765625	133459.0	-17.525107259231216
541	109781.0859375	100769.3671875	-8.76721959327718
542	86304.140625	119640.5234375	0.9529384036253368
543	54972.28125	187230.40625	15.486651448916037
544	101573.9921875	136261.296875	3.8606884577150904
545	106752.75	163457.890625	10.645214704085818
546	45778.28125	80453.890625	21.619055256134228
547	88415.1953125	101230.109375	-18.480191199085244
548	92483.9296875	92458.4921875	17.475086744795195
549	117546.1875	183895.578125	26.20345661133878
550	113363.4296875	167541.546875	8.7126572157565
551	116293.8828125	159799.078125	15.509344729282846
552	73416.796875	196673.265625	6.763061151577756
