Filename: 119_01.fcs
Event #	FSC-A	SSC-A	FITC-A
1	86892.453125	69876.1484375	22.34184024796379
2	74551.0390625	132462.828125	-17.511066763416718
3	110594.4296875	77148.1640625	-0.998189340298128
4	51345.5390625	123665.015625	-33.061290997459984
5	76298.8125	116197.0546875	-16.54259980576478
6	72994.984375	167492.078125	-20.448891932848095
7	50233.5	128175.46875	12.824376778042323
8	84919.640625	103630.8359375	13.588812516148469
9	120217.3046875	96483.9453125	1.915180319189372
10	81012.3671875	95100.7421875	-22.36852756616734
11	76325.0546875	79732.21875	-14.59524339643171
12	103098.7578125	125757.28125	20.373794609795528
13	57105.5390625	154704.703125	-11.443023813063377
14	115805.4765625	89860.859375	18.441338984677365
15	68026.1328125	81539.3125	-12.649842906836243
16	79635.9375	167795.6875	11.62395293272229
17	122724.9453125	161457.765625	4.831845214009331
18	117164.7421875	102551.234375	1.9172186057447687
19	77199.953125	146467.546875	14.554382094209794
20	77519.8359375	84309.6015625	-22.361767275486983
21	105826.3828125	149253.359375	24.264089151191854
22	75669.1328125	158274.265625	22.315813324615362
23	115876.109375	156435.15625	16.46234703773376
24	127296.2109375	111788.453125	5.795610474222183
25	80815.59375	99266.8515625	8.721984943585003
26	76776.125	67340.59375	13.589957577324418
27	74547.0	62012.4375	5.817050032770659
28	59340.71875	135553.21875	23.306357283716494
29	95257.9765625	148964.296875	33.01558935443108
30	74927.4296875	101302.859375	-1.9618099931182837
31	61772.67578125	132922.59375	1.9198432608801028
32	92043.9609375	72258.4453125	6.788205892981584
33	69495.390625	167819.9375	7.742290410613262
34	90101.421875	71441.7109375	32.06215235156505
35	96063.2421875	121756.0703125	34.958437360591546
36	56162.0234375	135803.46875	8.73536440912493
37	76603.5625	183721.953125	-16.554295561905796
38	82978.1171875	142209.28125	-12.663073778137953
39	64480.1171875	142080.28125	-0.9980354336898238
40	48565.44140625	86581.3203125	-15.566088333112353
41	61990.640625	202188.625	-19.45485110547059
42	78922.5	71209.8828125	-1.9579422678203686
43	72113.0234375	148965.265625	15.53450577545259
44	79459.34375	92284.859375	-10.71118341263586
45	84443.34375	64559.6328125	-0.988940833929389
46	78756.0	163321.125	10.661368712925846
47	79239.359375	82153.3125	25.254098194261555
48	82775.28125	93056.0	45.65706848492171
49	72203.84375	106800.765625	11.642769906375175
50	87825.875	63481.97265625	20.39471759351841
51	113901.28125	131984.625	22.336192472116615
52	65189.51953125	92956.09375	7.760120477281946
53	75369.421875	83902.203125	20.397248992890898
54	79211.109375	104204.1015625	-2.9345434036152067
55	71765.890625	78290.8125	8.738321916022915
56	79449.2578125	112539.2265625	-23.340472232428006
57	67691.1015625	81084.3828125	-25.278439603945692
58	81959.921875	160265.65625	4.841623116038818
59	78208.046875	147190.1875	-5.854385441279349
60	93941.0859375	167982.890625	19.41177414756023
61	80073.8984375	122294.4140625	12.611259857353128
62	76139.375	106283.7578125	17.463575057829132
63	83916.5859375	167245.703125	33.9720811137395
64	61747.4453125	110226.765625	21.402165906839283
65	102340.921875	83020.484375	8.724194364809717
66	99205.609375	197344.5	18.41470596418867
67	53904.64453125	117109.8203125	-4.871957262420008
68	78691.4140625	146712.953125	12.60045011827397
69	75285.6640625	104030.46875	13.58628548041093
70	66798.0390625	130329.8125	-11.683920209265352
71	71285.5546875	136849.125	-0.02189066813825526
72	64022.98828125	158396.484375	4.837598757273904
73	117213.1796875	155442.859375	11.640569326971642
74	49117.42578125	170181.859375	24.27217628584403
75	92216.515625	107169.359375	38.855184953906424
76	80806.5078125	113184.265625	6.786023794038589
77	79951.7890625	155243.046875	16.494578392374603
78	102721.3515625	185253.5625	31.036516075157728
79	94879.5546875	132523.9375	29.12840704233205
80	89223.5	141976.484375	-7.795939572823621
81	73241.2109375	111857.3203125	-12.649131545781016
82	101911.0390625	194367.59375	3.8547704488206165
83	121308.1484375	138087.796875	-23.362427831185588
84	97218.671875	84350.34375	-4.877642488494866
85	69077.625	140628.203125	2.219091307303815
86	50375.78515625	180367.71875	15.53132814970135
87	72653.90625	101617.1328125	-2.9299968276393695
88	73725.5859375	120272.953125	-2.93993873990613
89	74867.8984375	70063.359375	16.500261286908184
90	68222.90625	119819.96875	7.747769110950607
91	75747.84375	56154.66796875	-5.8420454473046055
92	85972.140625	104172.09375	12.617093548591628
93	68368.21875	137454.390625	-7.797664305075421
94	110106.0234375	128043.546875	35.92989123896377
95	107551.9609375	84758.7109375	-0.9857952634981066
96	81338.3125	110178.265625	-17.510327449470196
97	67605.328125	80670.203125	7.7570276058600305
98	76737.7734375	86733.609375	-21.403238690018817
99	74898.171875	107587.421875	13.58999249684215
100	91708.9375	140013.21875	3.8530996183578137
101	94763.5078125	61718.53125	21.36224272556795
102	78040.5390625	95838.90625	-12.65312061007235
103	134851.421875	144728.34375	-5.866042686685648
104	89499.9921875	124112.1796875	-15.57164621716867
105	117664.2578125	167420.296875	-0.041951931736822864
106	47430.19140625	115487.9921875	-6.821009057134609
107	74754.875	128910.71875	-8.76639641490259
108	56168.078125	88278.8046875	13.58985735565379
109	90251.78125	126041.484375	-0.9915919067642913
110	120412.0625	114212.4609375	-22.380429645956504
111	105528.6953125	108647.625	-22.37833657895088
112	91205.390625	114788.6328125	5.812316442048058
113	63355.96875	116005.0	7.749691294544011
114	83501.84375	73880.265625	16.499393359980424
115	104536.7421875	112576.0859375	-15.575714880436294
116	62757.56640625	126315.9921875	1.9237806653466298
117	91481.8828125	103511.5234375	5.813035618541857
118	84090.15625	136224.4375	1.9193330763404355
119	120786.4453125	135531.875	34.959744566307435
120	59486.03125	118569.65625	12.616633430800563
121	87898.53125	100789.734375	22.333290517305123
122	98187.421875	156993.875	1.9025823942587379
123	84352.5234375	201090.59375	5.799027891430841
124	93453.6875	123467.1328125	19.412521287203813
125	77737.8046875	163521.90625	-11.690225441625754
126	93366.8984375	64992.25	-17.508944765885765
127	73799.25	101889.703125	13.591965091874536
128	102584.1171875	96968.9453125	-33.062860087151805
129	75255.390625	126697.203125	-23.352529661082002
130	83665.3203125	164715.0	-28.213275352723162
131	111611.609375	153021.765625	-28.225110659905074
132	73649.8984375	101546.328125	-0.9867575763448004
133	110483.4296875	145854.5	36.88811876639112
134	109283.59375	165508.453125	17.461602520380428
135	108180.640625	181749.96875	42.72485426652668
136	69499.4296875	158343.125	-15.577751521671372
137	78596.5546875	86142.8828125	23.31190452114729
138	118490.71875	140501.125	-24.33386578084908
139	103390.390625	146821.59375	0.939309872204666
140	100036.109375	173971.609375	8.720066805919654
141	67195.6328125	111423.734375	16.50483715361605
142	83102.234375	127136.609375	-2.9371269134061913
143	101160.2578125	135980.0	-28.23006234405057
144	90952.1015625	95204.53125	-17.51267588153349
145	115068.8203125	107599.0625	-14.597904375658421
146	92573.7421875	87453.34375	6.794444910547537
147	103275.3515625	194752.671875	-39.88372536689089
148	85536.2109375	107405.0703125	-10.71364745111722
149	87308.203125	90870.6171875	-11.681458392436676
150	87372.7890625	56639.6640625	11.651261852487096
151	56850.234375	107483.640625	6.786824816770718
152	67389.3828125	74088.8203125	18.444499421269324
